Privco ID,INC Name,INC reference ID,INC url
23035,Vision Technologies,vision-technologies,https://www.inc.com/profile/vision-technologies
23312,Interior Investments,interior-investments,https://www.inc.com/profile/interior-investments
24324,Barefoot Books,barefoot-books,https://www.inc.com/profile/barefoot-books
24333,Beacon Hill Staffing Group,beacon-hill-staffing-group,https://www.inc.com/profile/beacon-hill-staffing-group
24547,Comprehensive Energy Services,comprehensive-energy-services,https://www.inc.com/profile/comprehensive-energy-services
24646,DEX Imaging,dex-imaging,https://www.inc.com/profile/dex-imaging
24865,Freight Tec Management Group,freight-tec-management-group,https://www.inc.com/profile/freight-tec-management-group
25064,Industrial Revolution,industrial-revolution,https://www.inc.com/profile/industrial-revolution
25123,InVision Communications,invision-communications,https://www.inc.com/profile/invision-communications
25203,KiZAN Technologies,kizan-technologies,https://www.inc.com/profile/kizan-technologies
25234,LBA Group,lba-group,https://www.inc.com/profile/lba-group
25535,Orbis Clinical,orbis-clinical,https://www.inc.com/profile/orbis-clinical
25545,OTR Wheel Engineering,otr-wheel-engineering,https://www.inc.com/profile/otr-wheel-engineering
25650,Premier Talent Partners,premier-talent-partners,https://www.inc.com/profile/premier-talent-partners
25679,Sourcepoint,sourcepoint,https://www.inc.com/profile/sourcepoint
25822,Salo,salo,https://www.inc.com/profile/salo
26072,Texas Subs,texas-subs,https://www.inc.com/profile/texas-subs
26167,Traffic Planning and Design,traffic-planning-and-design,https://www.inc.com/profile/traffic-planning-and-design
26182,Trinity Real Estate Solutions,trinity-real-estate-solutions,https://www.inc.com/profile/trinity-real-estate-solutions
26195,trustaff,trustaff,https://www.inc.com/profile/trustaff
28235,Kidder Mathews,kidder-mathews,https://www.inc.com/profile/kidder-mathews
28513,Aptima,aptima,https://www.inc.com/profile/aptima
28558,Innovative Employee Solutions,innovative-employee-solutions,https://www.inc.com/profile/innovative-employee-solutions
29939,Rethink Electric,rethink-electric,https://www.inc.com/profile/rethink-electric
30595,Acquia,acquia,https://www.inc.com/profile/acquia
31883,Replicon,replicon,https://www.inc.com/profile/replicon
32228,Zenger Group,zenger-group,https://www.inc.com/profile/zenger-group
32392,NewMark Merrill Companies,newmark-merrill-companies,https://www.inc.com/profile/newmark-merrill-companies
32526,Affectiva,affectiva,https://www.inc.com/profile/affectiva
33109,Stroller Strides,stroller-strides,https://www.inc.com/profile/stroller-strides
33237,UniFocus,unifocus,https://www.inc.com/profile/unifocus
33335,Zambezi,zambezi,https://www.inc.com/profile/zambezi
33413,BrandExtract,brandextract,https://www.inc.com/profile/brandextract
33510,Kyyba,kyyba,https://www.inc.com/profile/kyyba
33576,Direct Technologies,direct-technologies,https://www.inc.com/profile/direct-technologies
33706,Oxi Fresh Carpet Cleaning,oxi-fresh-carpet-cleaning,https://www.inc.com/profile/oxi-fresh-carpet-cleaning
33965,Revolution Foods,revolution-foods,https://www.inc.com/profile/revolution-foods
34049,SAWTST,sawtst,https://www.inc.com/profile/sawtst
34208,HouseWorks,houseworks,https://www.inc.com/profile/houseworks
34226,endevis,endevis,https://www.inc.com/profile/endevis
34255,Atrium Staffing,atrium-staffing,https://www.inc.com/profile/atrium-staffing
34289,The Partners Group,the-partners-group,https://www.inc.com/profile/the-partners-group
34294,TekScape,tekscape,https://www.inc.com/profile/tekscape
34384,Vision33,vision33,https://www.inc.com/profile/vision33
34390,CentricsIT,centricsit,https://www.inc.com/profile/centricsit
34394,EMPIST,empist,https://www.inc.com/profile/empist
34441,Adage Technologies,adage-technologies,https://www.inc.com/profile/adage-technologies
34443,Datalab USA,datalab-usa,https://www.inc.com/profile/datalab-usa
34453,Networking Technologies and Support,networking-technologies-and-support,https://www.inc.com/profile/networking-technologies-and-support
34479,Netrix,netrix,https://www.inc.com/profile/netrix
34585,Creative Sign Designs,creative-sign-designs,https://www.inc.com/profile/creative-sign-designs
34718,MFS Supply,mfs-supply,https://www.inc.com/profile/mfs-supply
34823,Star2Star Communications,star2star-communications,https://www.inc.com/profile/star2star-communications
34837,Global Communication Networks,global-communication-networks,https://www.inc.com/profile/global-communication-networks
34848,PlanetOne Communications,planetone-communications,https://www.inc.com/profile/planetone-communications
37837,High Light Electric,high-light-electric,https://www.inc.com/profile/high-light-electric
38635,Carvel,carvel,https://www.inc.com/profile/carvel
38704,SK USA,sk-usa,https://www.inc.com/profile/sk-usa
38776,Huntington Learning Centers,huntington-learning-centers,https://www.inc.com/profile/huntington-learning-centers
39031,AvroKO,avroko,https://www.inc.com/profile/avroko
39035,Baskervill,baskervill,https://www.inc.com/profile/baskervill
39800,Delphon Industries,delphon-industries,https://www.inc.com/profile/delphon-industries
40207,DigitalEra Group,digitalera-group,https://www.inc.com/profile/digitalera-group
40227,Emerge IT Solutions,emerge-it-solutions,https://www.inc.com/profile/emerge-it-solutions
40309,Hellas Construction,hellas-construction,https://www.inc.com/profile/hellas-construction
42738,Planit,planit,https://www.inc.com/profile/planit
42812,Hoopla Software,hoopla-software,https://www.inc.com/profile/hoopla-software
44422,Onit,onit,https://www.inc.com/profile/onit
50555,Ecochlor,ecochlor,https://www.inc.com/profile/ecochlor
50651,MAKE,make,https://www.inc.com/profile/make
50931,First American Payment Systems,first-american-payment-systems,https://www.inc.com/profile/first-american-payment-systems
53549,Empyrean Benefit Solutions,empyrean-benefit-solutions,https://www.inc.com/profile/empyrean-benefit-solutions
53590,MTM,mtm,https://www.inc.com/profile/mtm
53756,Precision Metal Industries,precision-metal-industries,https://www.inc.com/profile/precision-metal-industries
53799,Ryan,ryan,https://www.inc.com/profile/ryan
53940,Your Castle Real Estate,your-castle-real-estate,https://www.inc.com/profile/your-castle-real-estate
54287,Biz2Credit,biz2credit,https://www.inc.com/profile/biz2credit
65048,Delphix,delphix,https://www.inc.com/profile/delphix
87939,HGA,hga,https://www.inc.com/profile/hga
96587,Solidus Technical Solutions,solidus-technical-solutions,https://www.inc.com/profile/solidus-technical-solutions
97816,Genesys,genesys,https://www.inc.com/profile/genesys
131227,Sachs Media,sachs-media,https://www.inc.com/profile/sachs-media
131830,PPM Consultants,ppm-consultants,https://www.inc.com/profile/ppm-consultants
133603,Frontier Media,frontier-media,https://www.inc.com/profile/frontier-media
134058,Networking For Future,networking-for-future,https://www.inc.com/profile/networking-for-future
134257,Trade-Trans,trade-trans,https://www.inc.com/profile/trade-trans
134573,Luckie and Company,luckie-and-company,https://www.inc.com/profile/luckie-and-company
134615,DeAngelis Diamond,deangelis-diamond,https://www.inc.com/profile/deangelis-diamond
135100,Apex Energy Solutions,apex-energy-solutions,https://www.inc.com/profile/apex-energy-solutions
136010,Team Velocity,team-velocity,https://www.inc.com/profile/team-velocity
136122,AMPERAGE,amperage,https://www.inc.com/profile/amperage
136182,Reliant Foodservice,reliant-foodservice,https://www.inc.com/profile/reliant-foodservice
136243,MediCopy Services,medicopy-services,https://www.inc.com/profile/medicopy-services
136247,Fortus Healthcare Resources,fortus-healthcare-resources,https://www.inc.com/profile/fortus-healthcare-resources
136264,101 Mobility,101-mobility,https://www.inc.com/profile/101-mobility
136385,OTO Development,oto-development,https://www.inc.com/profile/oto-development
136420,Honey-Can-Do International,honey-can-do-international,https://www.inc.com/profile/honey-can-do-international
136517,Pinnacle Asset Integrity Services,pinnacle-asset-integrity-services,https://www.inc.com/profile/pinnacle-asset-integrity-services
136547,OBXtek,obxtek,https://www.inc.com/profile/obxtek
136560,AB Staffing Solutions,ab-staffing-solutions,https://www.inc.com/profile/ab-staffing-solutions
136576,Precise Systems,precise-systems,https://www.inc.com/profile/precise-systems
136581,Astor & Sanders,astor-sanders,https://www.inc.com/profile/astor-sanders
136645,SyCom Technologies,sycom-technologies,https://www.inc.com/profile/sycom-technologies
136647,Amzur Technologies,amzur-technologies,https://www.inc.com/profile/amzur-technologies
136733,Exalt Integrated Technologies,exalt-integrated-technologies,https://www.inc.com/profile/exalt-integrated-technologies
136753,Coretelligent,coretelligent,https://www.inc.com/profile/coretelligent
136836,Proliant,proliant,https://www.inc.com/profile/proliant
136966,Air Force One,air-force-one,https://www.inc.com/profile/air-force-one
136978,Horizon Roofing,horizon-roofing,https://www.inc.com/profile/horizon-roofing
137008,Symbiont Service,symbiont-service,https://www.inc.com/profile/symbiont-service
137047,New American Funding,new-american-funding,https://www.inc.com/profile/new-american-funding
137174,Solar Innovations Architectural Glazing Systems,solar-innovations-architectural-glazing-systems,https://www.inc.com/profile/solar-innovations-architectural-glazing-systems
137199,Supreme Resources,supreme-resources,https://www.inc.com/profile/supreme-resources
137224,Proforma Graphic Services,proforma-graphic-services,https://www.inc.com/profile/proforma-graphic-services
137286,Numerix,numerix,https://www.inc.com/profile/numerix
137313,WillowTree,willowtree,https://www.inc.com/profile/willowtree
137380,Global Communications Group,global-communications-group,https://www.inc.com/profile/global-communications-group
138892,CompuData,compudata,https://www.inc.com/profile/compudata
138901,FMT Consultants,fmt-consultants,https://www.inc.com/profile/fmt-consultants
140750,Junk King,junk-king,https://www.inc.com/profile/junk-king
140752,Staff Zone,staff-zone,https://www.inc.com/profile/staff-zone
,Appnomic Systems,appnomic-systems,https://www.inc.com/profile/appnomic-systems
141340,Elevate Services,elevate-services,https://www.inc.com/profile/elevate-services
141410,TrackVia,trackvia,https://www.inc.com/profile/trackvia
142043,National Corporate Housing,national-corporate-housing,https://www.inc.com/profile/national-corporate-housing
150268,The Vertex Companies,the-vertex-companies,https://www.inc.com/profile/the-vertex-companies
150307,KMS Technology,kms-technology,https://www.inc.com/profile/kms-technology
150394,DBSI,dbsi,https://www.inc.com/profile/dbsi
150710,Pet Supplies Plus,pet-supplies-plus,https://www.inc.com/profile/pet-supplies-plus
150810,Interpreters Unlimited,interpreters-unlimited,https://www.inc.com/profile/interpreters-unlimited
252977,Our Town America,our-town-america,https://www.inc.com/profile/our-town-america
255807,TITLE Boxing Club,title-boxing-club,https://www.inc.com/profile/title-boxing-club
256044,Morgan Samuels,morgan-samuels,https://www.inc.com/profile/morgan-samuels
256717,AtWork Group,atwork-group,https://www.inc.com/profile/atwork-group
257175,OCCU-TEC,occu-tec,https://www.inc.com/profile/occu-tec
257712,SupplyCore,supplycore,https://www.inc.com/profile/supplycore
257774,The SpyGlass Group,the-spyglass-group,https://www.inc.com/profile/the-spyglass-group
264212,Fieldstone Homes,fieldstone-homes,https://www.inc.com/profile/fieldstone-homes
264369,Wood Gutmann & Bogart Insurance Brokers,wood-gutmann-bogart-insurance-brokers,https://www.inc.com/profile/wood-gutmann-bogart-insurance-brokers
265123,Growth Acceleration Partners,growth-acceleration-partners,https://www.inc.com/profile/growth-acceleration-partners
265390,ABIP CPAs,abip-cpas,https://www.inc.com/profile/abip-cpas
265784,WeSpire,wespire,https://www.inc.com/profile/wespire
266459,Madison Logic,madison-logic,https://www.inc.com/profile/madison-logic
266943,Message Systems,message-systems,https://www.inc.com/profile/message-systems
266958,MarketBridge,marketbridge,https://www.inc.com/profile/marketbridge
267158,SalesLoft,salesloft,https://www.inc.com/profile/salesloft
267818,Copper Mobile,copper-mobile,https://www.inc.com/profile/copper-mobile
268147,ClearDATA Networks,cleardata-networks,https://www.inc.com/profile/cleardata-networks
268449,Munchkin,munchkin,https://www.inc.com/profile/munchkin
268577,Md7,md7,https://www.inc.com/profile/md7
270009,Zipwhip,zipwhip,https://www.inc.com/profile/zipwhip
271361,CDS Office Systems,cds-office-systems,https://www.inc.com/profile/cds-office-systems
272992,Material Handling Supply,material-handling-supply,https://www.inc.com/profile/material-handling-supply
273084,Midwest Laboratories,midwest-laboratories,https://www.inc.com/profile/midwest-laboratories
273445,Pinnacle Holding Company,pinnacle-holding-company,https://www.inc.com/profile/pinnacle-holding-company
282705,Gensuite,gensuite,https://www.inc.com/profile/gensuite
293198,ID.me,idme,https://www.inc.com/profile/idme
297744,StillPoint Capital,stillpoint-capital,https://www.inc.com/profile/stillpoint-capital
298742,YouAppi,youappi,https://www.inc.com/profile/youappi
303335,Angler Construction,angler-construction,https://www.inc.com/profile/angler-construction
303349,Compass Self Storage,compass-self-storage,https://www.inc.com/profile/compass-self-storage
305317,Logical Position,logical-position,https://www.inc.com/profile/logical-position
305804,NEI General Contracting,nei-general-contracting,https://www.inc.com/profile/nei-general-contracting
307064,Workwell Occupational Medicine,workwell-occupational-medicine,https://www.inc.com/profile/workwell-occupational-medicine
324870,Resource Recycling Systems,resource-recycling-systems,https://www.inc.com/profile/resource-recycling-systems
325833,Digitec Interactive,digitec-interactive,https://www.inc.com/profile/digitec-interactive
325970,Wilson Electronics,wilson-electronics,https://www.inc.com/profile/wilson-electronics
326804,Omnitracs,omnitracs,https://www.inc.com/profile/omnitracs
327259,CDS Contractors,cds-contractors,https://www.inc.com/profile/cds-contractors
327301,Lakeside Exteriors,lakeside-exteriors,https://www.inc.com/profile/lakeside-exteriors
328013,SiteWORX,siteworx,https://www.inc.com/profile/siteworx
328271,Seeq Corporation,seeq-corporation,https://www.inc.com/profile/seeq-corporation
328605,Reliant Funding,reliant-funding,https://www.inc.com/profile/reliant-funding
328651,National Funding,national-funding,https://www.inc.com/profile/national-funding
328689,Secured Retail Networks,secured-retail-networks,https://www.inc.com/profile/secured-retail-networks
328727,Method Technologies,method-technologies,https://www.inc.com/profile/method-technologies
328805,Richter10.2 Media Group,richter102-media-group,https://www.inc.com/profile/richter102-media-group
328865,Magellan Jets,magellan-jets,https://www.inc.com/profile/magellan-jets
328967,RAMPS International,ramps-international,https://www.inc.com/profile/ramps-international
329137,Pinnacle Business Systems,pinnacle-business-systems,https://www.inc.com/profile/pinnacle-business-systems
329201,Bluebird Network,bluebird-network,https://www.inc.com/profile/bluebird-network
329217,York Solutions,york-solutions,https://www.inc.com/profile/york-solutions
329465,DRT Transportation,drt-transportation,https://www.inc.com/profile/drt-transportation
329555,Freddie Georges Production Group,freddie-georges-production-group,https://www.inc.com/profile/freddie-georges-production-group
329699,TekSolv,teksolv,https://www.inc.com/profile/teksolv
329775,Giant Partners,giant-partners,https://www.inc.com/profile/giant-partners
329779,Clarity Partners,clarity-partners,https://www.inc.com/profile/clarity-partners
329793,Karpel Solutions,karpel-solutions,https://www.inc.com/profile/karpel-solutions
329839,Murray Resources,murray-resources,https://www.inc.com/profile/murray-resources
329843,Redtail Technology,redtail-technology,https://www.inc.com/profile/redtail-technology
329913,Platte River Networks,platte-river-networks,https://www.inc.com/profile/platte-river-networks
330017,Clear Title Agency of Arizona,clear-title-agency-of-arizona,https://www.inc.com/profile/clear-title-agency-of-arizona
330085,Royal Cyber,royal-cyber,https://www.inc.com/profile/royal-cyber
330121,Durante Rentals,durante-rentals,https://www.inc.com/profile/durante-rentals
330243,Liquid Interactive,liquid-interactive,https://www.inc.com/profile/liquid-interactive
330261,Rehabmart.com,rehabmartcom,https://www.inc.com/profile/rehabmartcom
330619,Noble Studios,noble-studios,https://www.inc.com/profile/noble-studios
330707,VincentBenjamin,vincentbenjamin,https://www.inc.com/profile/vincentbenjamin
330765,SATURN TECH,saturn-tech,https://www.inc.com/profile/saturn-tech
330883,GadellNet Consulting Services,gadellnet-consulting-services,https://www.inc.com/profile/gadellnet-consulting-services
330921,Sol Systems,sol-systems,https://www.inc.com/profile/sol-systems
330927,City Sounds of NY,city-sounds-of-ny,https://www.inc.com/profile/city-sounds-of-ny
331015,Mindgrub Technologies,mindgrub-technologies,https://www.inc.com/profile/mindgrub-technologies
331133,Classy Llama,classy-llama,https://www.inc.com/profile/classy-llama
331253,Mobomo,mobomo,https://www.inc.com/profile/mobomo
344097,Clym Environmental Services,clym-environmental-services,https://www.inc.com/profile/clym-environmental-services
345868,Charm City Concierge,charm-city-concierge,https://www.inc.com/profile/charm-city-concierge
346218,AppsFlyer,appsflyer,https://www.inc.com/profile/appsflyer
346677,Adept Marketing,adept-marketing,https://www.inc.com/profile/adept-marketing
347241,Bluecore,bluecore,https://www.inc.com/profile/bluecore
540279,Level Construction,level-construction,https://www.inc.com/profile/level-construction
598757,M.S. Rau,ms-rau,https://www.inc.com/profile/ms-rau
615071,MindPoint Group,mindpoint-group,https://www.inc.com/profile/mindpoint-group
615167,Tusk Enterprises,tusk-enterprises,https://www.inc.com/profile/tusk-enterprises
615465,MS Companies,ms-companies,https://www.inc.com/profile/ms-companies
616419,T&A Supply Company,ta-supply-company,https://www.inc.com/profile/ta-supply-company
616671,"50,000feet",50000feet,https://www.inc.com/profile/50000feet
616769,Chantel Ray Real Estate,chantel-ray-real-estate,https://www.inc.com/profile/chantel-ray-real-estate
616794,Concierge Auctions,concierge-auctions,https://www.inc.com/profile/concierge-auctions
616799,ConnectYourCare,connectyourcare,https://www.inc.com/profile/connectyourcare
616824,DOM360,dom360,https://www.inc.com/profile/dom360
616853,eLearningBrothers,elearningbrothers,https://www.inc.com/profile/elearningbrothers
616909,Halloran Consulting Group,halloran-consulting-group,https://www.inc.com/profile/halloran-consulting-group
616916,Hayes Software Systems,hayes-software-systems,https://www.inc.com/profile/hayes-software-systems
617006,Listrak,listrak,https://www.inc.com/profile/listrak
617015,Lorven Technologies,lorven-technologies,https://www.inc.com/profile/lorven-technologies
617016,Loyal Source Government Services,loyal-source-government-services,https://www.inc.com/profile/loyal-source-government-services
617031,Mather Economics,mather-economics,https://www.inc.com/profile/mather-economics
617033,Mavenspire,mavenspire,https://www.inc.com/profile/mavenspire
617090,Paramount Lodging Advisors,paramount-lodging-advisors,https://www.inc.com/profile/paramount-lodging-advisors
617117,Productive Edge,productive-edge,https://www.inc.com/profile/productive-edge
617124,Quantum Workplace,quantum-workplace,https://www.inc.com/profile/quantum-workplace
617137,ReEmployAbility,reemployability,https://www.inc.com/profile/reemployability
617163,Scotlynn USA Division,scotlynn-usa-division,https://www.inc.com/profile/scotlynn-usa-division
617166,Secured Network Services,secured-network-services,https://www.inc.com/profile/secured-network-services
617175,Smart Energy Today,smart-energy-today,https://www.inc.com/profile/smart-energy-today
617211,Sun Title Agency,sun-title-agency,https://www.inc.com/profile/sun-title-agency
617248,The Trade Group,the-trade-group,https://www.inc.com/profile/the-trade-group
617252,Thompson Gray,thompson-gray,https://www.inc.com/profile/thompson-gray
617256,TitleSmart,titlesmart,https://www.inc.com/profile/titlesmart
617257,Total Security Solutions,total-security-solutions,https://www.inc.com/profile/total-security-solutions
617270,Tucker-Rose Associates,tucker-rose-associates,https://www.inc.com/profile/tucker-rose-associates
617370,Yochana IT Solutions,yochana-it-solutions,https://www.inc.com/profile/yochana-it-solutions
617373,Multicoreware,multicoreware,https://www.inc.com/profile/multicoreware
617407,Simplicity Laser,simplicity-laser,https://www.inc.com/profile/simplicity-laser
617506,Transportation One,transportation-one,https://www.inc.com/profile/transportation-one
617568,MindMax,mindmax,https://www.inc.com/profile/mindmax
617613,NASSAU NATIONAL CABLE,nassau-national-cable,https://www.inc.com/profile/nassau-national-cable
617679,Zerion Software,zerion-software,https://www.inc.com/profile/zerion-software
617851,Eastern Time,eastern-time,https://www.inc.com/profile/eastern-time
